review_id,user_id,product_id,rating,review_text,review_date,verified_purchase,helpful_votes,review_length,sentiment_score,is_fake
12183,1887,496,2,Not as described,12-02-2024,0,158,16,0.518,0
12184,53,317,2,"Terrible product, do not buy",02-05-2023,0,167,28,-0.27,0
12185,2027,302,4,Amazing product and good value,01-02-2022,0,105,30,-0.296,0
12186,1316,622,5,Works perfectly and looks great,27-08-2024,0,118,31,-0.556,0
12187,3210,476,1,Not as described,22-11-2023,1,134,16,0.832,0
12188,1199,492,5,Very satisfied with this purchase,14-01-2024,0,74,33,0.436,0
12189,6160,452,5,Excellent quality and fast delivery,24-09-2024,1,119,35,-0.338,0
12190,6570,1053,5,Amazing product and good value,09-04-2022,0,62,30,0.357,0
12191,6904,815,4,Very satisfied with this purchase,20-06-2022,1,16,33,-0.5,0
12192,6253,757,1,Not as described,29-03-2024,1,138,16,-0.642,0
12193,1548,897,5,Amazing product and good value,09-06-2024,0,39,30,-0.165,0
12194,2234,753,3,Does the job,22-04-2023,0,199,12,0.711,0
12195,5804,56,2,Not as described,29-08-2023,1,140,16,0.762,0
12196,6082,387,2,Not as described,24-09-2023,1,106,16,-0.958,0
12197,7207,1090,5,"Great product, highly recommend",25-05-2024,0,140,31,-0.021,0
12198,4473,698,5,"Great product, highly recommend",17-11-2023,1,67,31,0.255,0
12199,1903,1181,5,Works perfectly and looks great,22-06-2023,1,15,31,0.183,0
12200,2840,1073,2,Waste of money,18-09-2023,0,141,14,-0.373,0
12201,2541,193,1,Stopped working after few days,19-03-2024,0,177,30,-0.119,0
12202,7919,946,2,Stopped working after few days,07-01-2024,1,97,30,-0.026,0
12203,1716,185,2,Very disappointed with the quality,23-08-2022,0,93,34,0.074,0
12204,1336,318,5,Works perfectly and looks great,29-11-2022,1,61,31,-0.752,0
12205,588,1015,1,"Terrible product, do not buy",15-03-2024,1,82,28,-0.691,0
12206,3835,1103,3,Product is okay,28-06-2022,1,74,15,-0.089,0
12207,7577,387,1,Stopped working after few days,08-03-2024,1,198,30,0.791,0
12208,7675,676,3,Nothing special but acceptable,14-08-2022,0,20,30,-0.53,0
12209,2318,195,4,Works perfectly and looks great,28-08-2022,1,185,31,-0.073,0
12210,5697,631,5,Very satisfied with this purchase,22-10-2022,1,166,33,0.983,0
12211,6626,160,5,"Great product, highly recommend",06-07-2023,0,69,31,-0.654,0
12212,7456,1160,2,Not as described,15-09-2023,0,130,16,0.104,0
12213,7975,746,2,"Terrible product, do not buy",21-02-2023,0,71,28,-0.173,0
12214,3778,1085,3,Decent product,08-01-2023,1,137,14,-0.247,0
12215,1568,155,2,Very disappointed with the quality,03-12-2022,0,187,34,-0.206,0
12216,7802,1107,4,Excellent quality and fast delivery,09-08-2024,0,112,35,-0.641,0
12217,320,470,4,Amazing product and good value,01-12-2023,0,143,30,-0.124,0
12218,744,920,1,Very disappointed with the quality,17-01-2022,0,142,34,-0.686,0
12219,2873,1109,1,Stopped working after few days,18-05-2022,1,23,30,0.847,0
12220,5943,1110,4,Very satisfied with this purchase,09-03-2024,0,60,33,-0.253,0
12221,5399,448,4,Amazing product and good value,13-11-2022,0,44,30,-0.519,0
12222,3747,21,4,Excellent quality and fast delivery,01-01-2024,1,88,35,-0.678,0
12223,6973,808,1,"Terrible product, do not buy",10-04-2023,0,82,28,0.359,0
12224,3310,477,1,Stopped working after few days,22-11-2022,0,88,30,0.769,0
12225,2946,782,5,Very satisfied with this purchase,25-03-2024,1,77,33,0.415,0
12226,2210,320,5,Amazing product and good value,11-06-2022,0,186,30,-0.912,0
12227,3002,520,3,Product is okay,16-09-2024,0,1,15,0.186,0
12228,4315,117,3,Product is okay,11-05-2022,0,53,15,-0.782,0
12229,165,609,5,Excellent quality and fast delivery,13-10-2022,0,12,35,-0.672,0
12230,2773,299,3,Nothing special but acceptable,12-12-2023,1,47,30,0.451,0
12231,3976,632,5,"Great product, highly recommend",16-09-2024,1,80,31,0.558,0
12232,2856,1019,3,Decent product,17-07-2024,1,61,14,-0.313,0
12233,1236,864,5,Excellent quality and fast delivery,20-03-2024,1,191,35,0.781,0
12234,5224,332,3,Average experience,18-07-2022,1,90,18,-0.876,0
12235,1789,135,5,Works perfectly and looks great,17-06-2023,0,149,31,0.675,0
12236,3731,148,4,Amazing product and good value,27-06-2023,0,128,30,0.452,0
12237,4820,977,2,Very disappointed with the quality,16-01-2023,1,27,34,0.546,0
12238,4353,869,4,Works perfectly and looks great,06-01-2024,0,43,31,0.412,0
12239,1850,159,1,Not as described,26-02-2024,1,138,16,0.58,0
12240,5263,128,3,Decent product,18-10-2022,1,199,14,-0.471,0
12241,7245,1045,1,Waste of money,01-07-2024,1,61,14,-0.643,0
12242,220,812,2,Stopped working after few days,15-12-2022,0,33,30,-0.631,0
12243,4318,504,3,Product is okay,05-02-2022,0,42,15,-0.948,0
12244,3573,985,2,Waste of money,09-04-2023,1,195,14,-0.303,0
12245,3365,1125,2,Stopped working after few days,19-07-2023,0,173,30,0.61,0
12246,4951,724,2,Waste of money,25-07-2024,1,160,14,0.126,0
12247,4606,611,3,Product is okay,07-04-2023,0,31,15,0.982,0
12248,1480,811,4,Excellent quality and fast delivery,04-05-2024,1,72,35,-0.51,0
12249,3025,219,1,Stopped working after few days,06-01-2023,0,134,30,0.655,0
12250,4602,331,2,Not as described,11-05-2022,0,146,16,-0.814,0
12251,495,835,2,Not as described,27-08-2023,0,178,16,0.923,0
12252,4056,33,2,Waste of money,08-05-2023,1,172,14,0.989,0
12253,4444,1063,4,Very satisfied with this purchase,20-11-2022,1,6,33,0.883,0
12254,6805,141,4,Works perfectly and looks great,24-08-2022,1,42,31,-0.546,0
12255,401,91,4,"Great product, highly recommend",24-09-2023,1,199,31,0.174,0
12256,4430,931,5,Excellent quality and fast delivery,10-04-2022,1,169,35,0.691,0
12257,4121,753,3,Decent product,20-08-2023,0,115,14,0.199,0
12258,1351,639,3,Does the job,14-03-2024,0,162,12,0.849,0
12259,7224,424,4,Amazing product and good value,28-11-2023,1,199,30,0.152,0
12260,5148,629,3,Product is okay,23-03-2022,0,64,15,0.227,0
12261,2330,342,3,Nothing special but acceptable,20-02-2024,1,74,30,0.056,0
12262,7329,897,2,Stopped working after few days,07-04-2022,1,73,30,0.486,0
12263,7001,436,5,Excellent quality and fast delivery,10-11-2022,0,122,35,0.724,0
12264,2482,687,2,"Terrible product, do not buy",16-05-2024,0,115,28,0.01,0
12265,4334,622,4,Very satisfied with this purchase,06-07-2022,0,55,33,0.946,0
12266,7322,531,2,Very disappointed with the quality,21-11-2022,1,170,34,0.792,0
12267,6751,843,3,Product is okay,14-09-2024,1,0,15,0.325,0
12268,7100,126,4,Very satisfied with this purchase,26-08-2022,1,88,33,0.45,0
12269,4976,1055,1,"Terrible product, do not buy",25-07-2023,1,121,28,-0.684,0
12270,2366,139,3,Nothing special but acceptable,03-02-2023,0,179,30,-0.04,0
12271,5049,546,4,"Great product, highly recommend",25-06-2023,1,144,31,0.117,0
12272,6907,510,1,Not as described,15-03-2022,1,163,16,0.726,0
12273,7405,51,5,Amazing product and good value,06-08-2023,0,70,30,-0.548,0
12274,7885,684,4,Works perfectly and looks great,04-05-2022,0,93,31,-0.347,0
12275,7234,384,1,Waste of money,25-12-2023,0,82,14,0.743,0
12276,400,980,3,Product is okay,25-01-2023,0,144,15,-0.101,0
12277,4824,242,5,Very satisfied with this purchase,10-07-2023,0,113,33,-0.53,0
12278,5899,237,4,"Great product, highly recommend",09-09-2023,0,89,31,-0.963,0
12279,445,489,4,Amazing product and good value,17-08-2022,1,83,30,-0.603,0
12280,5099,819,1,Very disappointed with the quality,26-12-2022,1,120,34,0.627,0
12281,284,1122,2,Not as described,08-03-2024,1,1,16,-0.753,0
12282,3436,873,2,Stopped working after few days,29-01-2023,0,10,30,-0.43,0
12283,6892,234,5,Amazing product and good value,23-07-2024,1,12,30,0.822,0
12284,7179,521,5,Amazing product and good value,31-03-2023,1,77,30,0.761,0
12285,3519,433,5,Excellent quality and fast delivery,19-08-2022,0,74,35,-0.587,0
12286,5338,683,5,Very satisfied with this purchase,12-10-2022,1,41,33,-0.704,0
12287,980,81,5,"Great product, highly recommend",12-09-2023,1,79,31,0.492,0
12288,7977,10,1,"Terrible product, do not buy",17-08-2022,1,52,28,0.192,0
12289,6045,507,3,Nothing special but acceptable,07-03-2023,0,132,30,0.14,0
12290,4772,375,4,Excellent quality and fast delivery,14-08-2024,1,50,35,-0.317,0
12291,5518,1186,5,Works perfectly and looks great,29-05-2024,1,80,31,0.989,0
12292,6466,1033,4,Very satisfied with this purchase,07-09-2022,1,198,33,0.071,0
12293,6340,749,2,"Terrible product, do not buy",30-11-2023,1,96,28,-0.664,0
12294,6308,614,2,"Terrible product, do not buy",26-01-2024,1,168,28,0.841,0
12295,7670,571,2,Stopped working after few days,12-09-2024,0,104,30,0.726,0
12296,3842,474,1,"Terrible product, do not buy",09-04-2024,1,121,28,0.966,0
12297,6581,48,1,Stopped working after few days,19-03-2023,1,84,30,-0.22,0
12298,1586,1189,2,"Terrible product, do not buy",30-08-2022,1,25,28,-0.235,0
12299,3406,209,3,Average experience,17-01-2023,0,106,18,0.794,0
12300,2988,694,2,"Terrible product, do not buy",11-07-2024,0,43,28,-0.645,0
12301,3901,862,4,"Great product, highly recommend",23-12-2022,1,23,31,0.139,0
12302,4206,1063,2,Very disappointed with the quality,16-07-2024,0,191,34,-0.832,0
12303,7176,157,1,"Terrible product, do not buy",13-04-2023,1,14,28,-0.546,0
12304,6801,1140,3,Average experience,22-04-2024,1,47,18,0.514,0
12305,6847,321,1,Not as described,28-03-2023,0,112,16,-0.666,0
12306,2514,580,2,"Terrible product, do not buy",21-03-2023,1,182,28,0.487,0
12307,5107,755,4,Amazing product and good value,17-09-2022,0,98,30,0.531,0
12308,4448,997,3,Does the job,24-07-2024,0,33,12,0.981,0
12309,1,860,5,Excellent quality and fast delivery,30-01-2023,0,200,35,-0.105,0
12310,2674,780,2,Stopped working after few days,10-07-2024,0,97,30,-0.026,0
12311,7561,596,2,Stopped working after few days,22-05-2024,0,28,30,0.251,0
12312,7419,1040,3,Product is okay,21-02-2023,0,112,15,0.821,0
12313,7978,683,2,"Terrible product, do not buy",10-01-2024,0,156,28,-0.31,0
12314,2574,152,2,Waste of money,18-02-2023,0,38,14,-0.492,0
12315,4083,150,2,Not as described,27-08-2023,1,189,16,0.38,0
12316,6233,849,3,Product is okay,08-08-2022,0,56,15,0.22,0
12317,470,770,5,Excellent quality and fast delivery,10-07-2023,1,112,35,-0.709,0
12318,3193,532,2,"Terrible product, do not buy",03-11-2022,0,75,28,-0.746,0
12319,2378,617,3,Does the job,01-05-2022,0,55,12,-0.993,0
12320,3017,821,1,Stopped working after few days,02-06-2024,0,15,30,-0.768,0
12321,1915,417,2,Not as described,25-06-2023,1,37,16,-0.601,0
12322,1160,246,1,Very disappointed with the quality,06-08-2024,0,149,34,-0.432,0
12323,647,483,2,Waste of money,06-06-2022,0,34,14,0.852,0
12324,3018,34,1,Very disappointed with the quality,15-01-2024,1,8,34,-0.052,0
12325,1541,406,5,Amazing product and good value,25-04-2022,1,75,30,-0.203,0
12326,2250,679,5,Works perfectly and looks great,21-05-2023,1,195,31,-0.675,0
12327,3331,905,5,Excellent quality and fast delivery,18-07-2023,1,71,35,0.909,0
12328,5171,739,5,"Great product, highly recommend",24-11-2022,0,96,31,-0.221,0
12329,7554,703,2,Not as described,18-04-2024,1,153,16,-0.948,0
12330,779,438,1,Not as described,14-05-2022,1,2,16,-0.078,0
12331,5191,783,5,Very satisfied with this purchase,14-09-2023,1,151,33,0.82,0
12332,5176,967,3,Average experience,13-06-2024,0,172,18,-0.027,0
12333,5289,1179,3,Decent product,14-11-2023,1,72,14,-0.928,0
12334,2965,3,3,Does the job,18-02-2023,0,114,12,0.007,0
12335,7610,771,4,Works perfectly and looks great,18-08-2022,1,122,31,-0.131,0
12336,1142,109,4,Excellent quality and fast delivery,09-03-2023,1,191,35,0.799,0
12337,7201,909,1,Very disappointed with the quality,19-08-2024,1,150,34,0.244,0
12338,5822,284,1,"Terrible product, do not buy",29-09-2023,0,168,28,-0.845,0
12339,5077,595,4,Excellent quality and fast delivery,18-12-2023,1,171,35,0.051,0
12340,298,624,3,Product is okay,23-07-2022,0,150,15,0.911,0
12341,4386,174,1,Not as described,16-05-2024,0,181,16,0.835,0
12342,1909,891,2,Not as described,19-01-2022,1,168,16,0.305,0
12343,3087,605,4,Excellent quality and fast delivery,11-05-2023,0,199,35,0.445,0
12344,3772,590,3,Average experience,06-02-2023,0,78,18,-0.215,0
12345,1802,226,4,"Great product, highly recommend",25-03-2024,1,33,31,-0.626,0
12346,1720,16,2,Not as described,17-06-2024,1,53,16,0.851,0
12347,7696,176,1,Very disappointed with the quality,13-08-2022,0,92,34,0.049,0
12348,2273,374,5,Works perfectly and looks great,20-02-2022,1,181,31,0.494,0
12349,3311,1006,5,Very satisfied with this purchase,11-08-2023,1,103,33,-0.007,0
12350,7660,562,2,Not as described,29-04-2023,1,151,16,0.944,0
12351,7591,254,4,Amazing product and good value,14-12-2022,0,179,30,0.66,0
12352,6487,233,3,Nothing special but acceptable,26-08-2023,1,112,30,0.225,0
12353,1738,849,1,Stopped working after few days,13-05-2024,0,103,30,-0.24,0
12354,5030,1033,2,Waste of money,05-09-2024,1,200,14,-0.79,0
12355,6798,749,5,"Great product, highly recommend",30-07-2022,1,84,31,-0.922,0
12356,6090,665,5,Works perfectly and looks great,11-05-2022,0,77,31,0.634,0
12357,376,286,4,Works perfectly and looks great,30-07-2023,0,126,31,-0.811,0
12358,2662,555,4,"Great product, highly recommend",07-09-2024,0,171,31,-0.159,0
12359,3106,16,1,Stopped working after few days,01-03-2024,1,44,30,0.517,0
12360,2938,46,2,Stopped working after few days,07-01-2022,1,161,30,-0.157,0
12361,4779,969,5,Excellent quality and fast delivery,26-01-2022,1,18,35,-0.872,0
12362,5687,240,2,Not as described,20-01-2022,1,38,16,-0.745,0
12363,6249,378,2,Very disappointed with the quality,01-01-2022,0,30,34,-0.314,0
12364,1892,1147,2,Waste of money,21-09-2023,0,183,14,0.056,0
12365,6423,472,1,Waste of money,10-11-2022,1,165,14,-0.086,0
12366,4545,1018,3,Average experience,07-03-2022,0,160,18,-0.741,0
12367,997,649,2,Not as described,15-06-2022,0,149,16,0.732,0
12368,6226,739,3,Average experience,12-07-2024,0,62,18,0.936,0
12369,7897,589,1,"Terrible product, do not buy",20-12-2022,1,48,28,-0.516,0
12370,6065,561,2,Very disappointed with the quality,01-05-2022,1,35,34,0.433,0
12371,7051,572,3,Decent product,10-06-2024,0,86,14,-0.244,0
12372,4330,569,2,"Terrible product, do not buy",06-03-2024,1,28,28,0.352,0
12373,2309,1011,1,Not as described,26-04-2024,1,148,16,-0.049,0
12374,879,241,1,Waste of money,24-05-2022,0,172,14,-0.641,0
12375,140,217,2,Stopped working after few days,26-05-2022,1,26,30,0.644,0
12376,1577,169,2,Stopped working after few days,26-08-2022,0,83,30,-0.917,0
12377,3758,691,1,Stopped working after few days,11-07-2022,0,24,30,0.325,0
12378,2463,753,3,Average experience,16-01-2022,0,144,18,-0.08,0
12379,7151,786,5,Amazing product and good value,01-02-2024,0,181,30,-0.216,0
12380,6010,904,5,Works perfectly and looks great,17-06-2023,0,110,31,-0.691,0
12381,764,606,2,Stopped working after few days,16-12-2022,1,96,30,-0.807,0
12382,5812,756,5,Amazing product and good value,08-09-2024,1,143,30,-0.654,0
12383,263,1011,2,Not as described,02-06-2022,1,88,16,0.77,0
12384,7923,195,2,Stopped working after few days,06-04-2022,0,87,30,0.557,0
12385,3090,94,5,Very satisfied with this purchase,24-07-2024,1,46,33,0.705,0
12386,4850,329,2,Very disappointed with the quality,17-03-2023,0,57,34,-0.013,0
12387,5139,1030,4,Excellent quality and fast delivery,11-05-2024,0,0,35,0.452,0
12388,3814,267,2,Very disappointed with the quality,21-09-2022,1,5,34,0.824,0
12389,6374,580,2,Not as described,23-01-2024,1,167,16,0.334,0
12390,5897,25,5,Very satisfied with this purchase,12-02-2023,1,100,33,-0.777,0
12391,2220,478,5,"Great product, highly recommend",01-05-2022,1,163,31,-0.5,0
12392,572,177,2,Not as described,26-12-2023,1,199,16,0.762,0
12393,7289,398,1,"Terrible product, do not buy",14-06-2022,1,150,28,-0.958,0
12394,5369,731,5,"Great product, highly recommend",06-08-2023,0,123,31,0.684,0
12395,6933,1160,1,Very disappointed with the quality,11-06-2024,0,0,34,0.701,0
12396,1114,405,5,"Great product, highly recommend",11-08-2024,0,190,31,0.658,0
12397,6057,225,2,Not as described,03-06-2024,0,191,16,0.876,0
12398,171,40,1,Waste of money,13-12-2023,1,153,14,-0.983,0
12399,5342,971,1,Not as described,06-12-2023,0,161,16,-0.655,0
12400,426,583,3,Nothing special but acceptable,24-07-2023,0,182,30,0.347,0
12401,876,85,2,Waste of money,03-12-2022,0,119,14,-0.902,0
12402,1124,726,5,"Great product, highly recommend",24-01-2022,1,145,31,0.504,0
12403,1176,548,5,Works perfectly and looks great,24-12-2023,0,60,31,-0.535,0
12404,364,603,4,Excellent quality and fast delivery,11-11-2022,1,148,35,-0.697,0
12405,6358,383,5,"Great product, highly recommend",05-11-2023,0,77,31,0.797,0
12406,5099,370,5,Works perfectly and looks great,15-12-2023,1,196,31,-0.916,0
12407,3291,990,5,Excellent quality and fast delivery,24-08-2022,0,153,35,-0.61,0
12408,4275,12,3,Decent product,04-09-2024,1,110,14,0.514,0
12409,3540,72,4,"Great product, highly recommend",07-06-2024,1,165,31,-0.681,0
12410,3006,355,5,"Great product, highly recommend",28-07-2023,0,91,31,-0.958,0
12411,7652,296,2,"Terrible product, do not buy",17-02-2023,1,130,28,-0.405,0
12412,4104,344,4,Excellent quality and fast delivery,03-02-2022,1,140,35,-0.119,0
12413,760,41,1,Not as described,08-04-2024,0,16,16,-0.613,0
12414,1228,388,4,Amazing product and good value,17-07-2024,1,142,30,-0.405,0
12415,6708,562,1,"Terrible product, do not buy",11-03-2024,1,121,28,-0.408,0
12416,2077,993,3,Nothing special but acceptable,04-04-2022,0,100,30,-0.141,0
12417,7510,177,5,"Great product, highly recommend",28-06-2024,1,179,31,0.254,0
12418,4922,217,2,Stopped working after few days,05-03-2024,1,42,30,0.813,0
12419,4938,50,2,Very disappointed with the quality,20-01-2022,1,194,34,-0.111,0
12420,2162,430,5,Works perfectly and looks great,04-05-2023,0,173,31,-0.092,0
12421,4595,28,5,Works perfectly and looks great,22-05-2022,0,58,31,-0.943,0
12422,2414,1200,1,Waste of money,12-03-2024,0,114,14,0.37,0
12423,1564,324,2,Waste of money,06-03-2024,1,197,14,0.011,0
12424,1401,82,5,Very satisfied with this purchase,21-09-2023,1,46,33,-0.927,0
12425,1263,636,2,Stopped working after few days,31-07-2024,1,117,30,-0.409,0
12426,1198,710,1,Not as described,17-03-2023,1,21,16,-0.381,0
12427,2198,880,5,Works perfectly and looks great,19-06-2022,1,23,31,-0.756,0
12428,1847,445,1,Stopped working after few days,24-08-2024,0,10,30,-0.777,0
12429,2578,458,1,"Terrible product, do not buy",25-10-2022,0,104,28,0.003,0
12430,6499,996,4,"Great product, highly recommend",06-07-2024,0,162,31,-0.406,0
12431,4447,249,4,Works perfectly and looks great,09-05-2022,0,131,31,0.705,0
12432,4927,234,2,"Terrible product, do not buy",26-09-2023,0,130,28,0.597,0
12433,1925,89,2,Very disappointed with the quality,12-01-2023,1,161,34,0.997,0
12434,4985,113,1,Not as described,09-04-2024,1,7,16,-0.809,0
12435,5950,6,1,Stopped working after few days,01-12-2023,1,164,30,0.549,0
12436,1405,747,3,Average experience,09-08-2024,1,4,18,0.645,0
12437,2763,382,1,Stopped working after few days,10-07-2024,1,33,30,-0.172,0
12438,460,548,4,Very satisfied with this purchase,14-04-2024,1,128,33,-0.978,0
12439,1754,6,2,Waste of money,16-05-2024,0,80,14,-0.326,0
12440,1848,688,1,"Terrible product, do not buy",06-04-2023,0,56,28,-0.059,0
12441,406,107,3,Decent product,05-04-2024,0,61,14,-0.103,0
12442,1167,458,2,Not as described,08-03-2023,0,200,16,0.873,0
12443,743,1163,5,Amazing product and good value,14-08-2022,1,192,30,0.246,0
12444,4010,720,1,Very disappointed with the quality,02-05-2023,0,100,34,0.118,0
12445,5279,381,3,Nothing special but acceptable,12-05-2022,1,13,30,-0.507,0
12446,2959,1088,3,Average experience,10-08-2024,1,174,18,0.823,0
12447,3361,407,3,Product is okay,19-03-2024,0,17,15,-0.232,0
12448,4320,439,5,Excellent quality and fast delivery,22-01-2022,0,131,35,-0.464,0
12449,2637,654,4,Excellent quality and fast delivery,01-06-2023,0,140,35,0.43,0
12450,7575,639,4,Very satisfied with this purchase,22-08-2023,0,124,33,-0.373,0
12451,5927,318,5,Amazing product and good value,15-09-2023,0,76,30,-0.302,0
12452,2894,471,3,Nothing special but acceptable,11-07-2024,0,138,30,0.7,0
12453,1937,135,5,Excellent quality and fast delivery,18-02-2024,1,75,35,-0.836,0
12454,2041,141,2,Stopped working after few days,10-07-2022,0,177,30,-0.537,0
12455,3,1059,1,Not as described,10-05-2024,1,122,16,-0.039,0
12456,6837,786,2,Not as described,06-05-2024,0,105,16,-0.122,0
12457,2344,292,3,Decent product,21-05-2024,0,101,14,0.764,0
12458,5173,956,3,Decent product,22-08-2022,0,84,14,-0.326,0
12459,7542,683,3,Average experience,03-02-2023,1,30,18,0.601,0
12460,4930,779,1,Not as described,18-05-2022,0,48,16,-0.527,0
12461,204,478,3,Decent product,21-03-2022,1,88,14,0.174,0
12462,6550,94,2,Not as described,13-02-2024,1,178,16,0.07,0
12463,4162,691,4,Excellent quality and fast delivery,24-01-2024,0,161,35,0.648,0
12464,6028,133,1,Stopped working after few days,24-09-2023,1,127,30,0.449,0
12465,3996,789,1,Stopped working after few days,01-08-2022,0,93,30,-0.06,0
12466,6592,576,4,Amazing product and good value,20-06-2022,1,130,30,-0.648,0
12467,7189,17,3,Product is okay,26-03-2023,0,123,15,0.337,0
12468,870,1118,5,Very satisfied with this purchase,29-06-2023,0,2,33,0.147,0
12469,503,1067,5,Excellent quality and fast delivery,18-05-2024,0,118,35,-0.141,0
12470,2791,870,3,Product is okay,09-03-2023,0,109,15,0.412,0
12471,5202,186,5,Very satisfied with this purchase,19-05-2024,1,162,33,-0.541,0
12472,847,201,3,Average experience,24-05-2022,1,198,18,0.806,0
12473,157,1070,1,Stopped working after few days,02-09-2023,0,84,30,0.083,0
12474,300,837,4,Amazing product and good value,21-08-2024,0,34,30,-0.691,0
12475,6511,124,4,Very satisfied with this purchase,02-12-2022,1,172,33,-0.049,0
12476,5202,477,5,Very satisfied with this purchase,09-04-2024,1,179,33,0.623,0
12477,7255,993,5,"Great product, highly recommend",24-09-2024,1,68,31,-0.789,0
12478,2904,508,2,Stopped working after few days,26-06-2023,1,38,30,0.025,0
12479,5622,658,5,Very satisfied with this purchase,22-08-2024,0,50,33,0.87,0
12480,7986,559,2,Stopped working after few days,09-05-2022,1,34,30,-0.525,0
12481,2059,40,4,Amazing product and good value,22-02-2022,1,57,30,0.344,0
12482,3595,420,2,Not as described,21-08-2024,0,147,16,-0.272,0
12483,5909,1029,3,Does the job,23-07-2022,0,76,12,-0.512,0
12484,5415,544,4,Excellent quality and fast delivery,07-07-2024,1,31,35,0.551,0
12485,555,199,5,Very satisfied with this purchase,07-07-2024,0,110,33,-0.331,0
12486,3136,303,5,Excellent quality and fast delivery,15-03-2024,0,91,35,0.8,0
12487,1248,500,3,Decent product,31-12-2022,0,13,14,0.244,0
12488,3659,572,4,Works perfectly and looks great,13-07-2023,0,80,31,-0.187,0
12489,6436,179,5,"Great product, highly recommend",06-05-2023,0,132,31,-0.524,0
12490,6506,346,1,Very disappointed with the quality,21-03-2024,1,71,34,-0.577,0
12491,2632,540,2,Waste of money,11-12-2023,0,158,14,0.887,0
12492,2087,347,2,Waste of money,02-04-2024,1,194,14,0.077,0
12493,6760,151,5,"Great product, highly recommend",25-09-2022,0,153,31,0.933,0
12494,4559,997,2,Not as described,14-02-2022,0,111,16,-0.309,0
12495,4349,567,2,Stopped working after few days,18-07-2024,0,23,30,-0.911,0
12496,3929,899,3,Decent product,18-06-2023,1,12,14,-0.019,0
12497,2759,795,3,Nothing special but acceptable,14-09-2024,0,161,30,-0.242,0
12498,2668,65,5,"Great product, highly recommend",03-04-2024,1,196,31,-0.594,0
12499,3368,468,5,Works perfectly and looks great,07-07-2024,1,109,31,0.544,0
12500,5922,780,2,"Terrible product, do not buy",21-04-2022,1,1,28,-0.909,0
12501,5142,311,5,Amazing product and good value,01-08-2022,1,115,30,0.586,0
12502,7433,496,4,Very satisfied with this purchase,21-10-2023,1,168,33,-0.192,0
12503,7538,186,1,Waste of money,28-01-2024,1,124,14,0.061,0
12504,2449,645,3,Decent product,29-08-2023,0,37,14,-0.562,0
12505,5703,553,3,Does the job,02-01-2023,1,2,12,0.482,0
12506,2616,677,3,Does the job,03-08-2022,1,194,12,0.709,0
12507,7462,1090,3,Decent product,19-02-2022,1,105,14,0.869,0
12508,6019,989,1,Stopped working after few days,02-07-2023,1,23,30,-0.327,0
12509,7333,33,5,Works perfectly and looks great,29-12-2023,0,27,31,0.042,0
12510,6351,68,5,Amazing product and good value,02-01-2024,1,173,30,0.847,0
12511,5087,1196,2,Very disappointed with the quality,09-07-2024,1,80,34,0.808,0
12512,6677,612,1,"Terrible product, do not buy",03-03-2023,1,13,28,-0.113,0
12513,3045,378,5,Works perfectly and looks great,31-07-2024,1,175,31,0.307,0
12514,1707,338,5,"Great product, highly recommend",16-05-2023,0,43,31,-0.883,0
12515,2829,580,1,"Terrible product, do not buy",08-07-2022,1,49,28,0.611,0
12516,3486,82,4,Amazing product and good value,06-06-2022,1,172,30,-0.163,0
12517,6678,136,3,Decent product,23-07-2023,1,81,14,0.201,0
12518,4410,390,1,Not as described,19-09-2022,0,97,16,-0.924,0
12519,7516,85,1,Stopped working after few days,26-07-2024,0,195,30,-0.516,0
12520,4066,345,3,Does the job,20-08-2022,0,85,12,-0.754,0
12521,3955,164,5,Amazing product and good value,21-03-2023,0,38,30,-0.366,0
12522,7194,182,3,Average experience,25-06-2022,0,166,18,-0.699,0
12523,6133,247,2,Waste of money,07-12-2023,1,98,14,-0.787,0
12524,1549,672,2,Stopped working after few days,27-04-2023,0,163,30,0.334,0
12525,2386,306,2,Waste of money,05-06-2022,1,111,14,-0.614,0
12526,4633,850,2,Not as described,26-07-2023,1,99,16,0.216,0
12527,6862,958,2,Very disappointed with the quality,14-01-2022,0,106,34,0.782,0
12528,5967,1124,2,"Terrible product, do not buy",10-10-2023,1,181,28,-0.903,0
12529,5882,336,3,Does the job,21-11-2022,0,156,12,-0.133,0
12530,6925,280,1,Very disappointed with the quality,19-01-2023,0,198,34,0.83,0
12531,4678,1152,4,Very satisfied with this purchase,20-05-2022,1,164,33,-0.969,0
12532,792,127,4,Amazing product and good value,05-08-2023,0,184,30,-0.302,0
12533,1117,35,5,Amazing product and good value,23-11-2022,0,124,30,-0.241,0
12534,3588,711,5,Excellent quality and fast delivery,02-06-2022,0,99,35,0.126,0
12535,7783,492,5,Amazing product and good value,06-03-2023,0,96,30,0.364,0
12536,1876,1035,4,"Great product, highly recommend",27-08-2022,1,145,31,-0.255,0
12537,3454,714,3,Decent product,03-09-2023,0,200,14,-0.143,0
12538,2251,191,4,"Great product, highly recommend",29-09-2023,0,176,31,0.168,0
12539,605,658,4,"Great product, highly recommend",08-06-2022,0,123,31,-0.592,0
12540,4534,108,5,Works perfectly and looks great,10-06-2022,0,152,31,0.153,0
12541,2118,746,5,Works perfectly and looks great,22-07-2023,0,90,31,0.599,0
12542,931,1171,1,Stopped working after few days,29-07-2022,1,31,30,-0.472,0
